timestamp,data_coleta,moeda,dolar_compra,dolar_venda,maximo,minimo,spread,variacao_percentual
2026-08-20 14:46:38,2026-08-20,USD,5.1903,5.1921,5.2004,5.1775,0.0018000000000002458,0.03468007629617259
