timestamp,data_coleta,moeda,dolar_compra,dolar_venda,maximo,minimo,spread,variacao_percentual
2026-08-20 14:33:45,2026-08-20,USD,5.19,5.1911,5.2004,5.1775,0.0010999999999992127,0.02119460500961874
