timestamp,data_coleta,moeda,dolar_compra,dolar_venda,maximo,minimo,spread,variacao_percentual
2026-08-20 14:36:20,2026-08-20,USD,5.1891,5.1904,5.2004,5.1775,0.001300000000000523,0.025052513923426473
